(0, 0, 0)
(0, 0, 1)
(0, 0, 3)
(0, 0, 4)
(0, 0, 5)
(0, 0, 6)
(0, 0, 7)
(0, 0, 8)
(0, 0, 9)
(0, 0, 10)
(0, 0, 11)
(0, 0, 12)
(0, 0, 13)
(0, 0, 14)
(0, 0, 15)
(0, 0, 16)
(0, 0, 17)
(0, 0, 18)
(0, 0, 19)
(0, 0, 20)
(0, 0, 21)
(0, 0, 24)
(0, 1, 0)
(0, 1, 1)
(0, 1, 2)
(0, 1, 3)
(0, 1, 4)
(0, 1, 5)
(0, 1, 6)
(0, 1, 8)
(0, 1, 9)
(0, 1, 10)
(0, 1, 11)
(0, 1, 12)
(0, 1, 19)
(0, 1, 20)
(0, 1, 21)
(0, 1, 22)
(0, 2, 0)
(0, 2, 1)
(0, 2, 2)
(0, 2, 3)
(0, 2, 5)
(0, 2, 6)
(0, 2, 7)
(0, 2, 9)
(0, 2, 10)
(0, 2, 11)
(0, 2, 12)
(0, 2, 13)
(0, 2, 20)
(0, 3, 0)
(0, 3, 1)
(0, 3, 2)
(0, 3, 3)
(0, 3, 4)
(0, 3, 6)
(0, 3, 7)
(0, 3, 8)
(0, 3, 10)
(0, 3, 12)
(0, 3, 21)
(0, 4, 0)
(0, 4, 1)
(0, 4, 2)
(0, 4, 3)
(0, 4, 4)
(0, 4, 5)
(0, 4, 7)
(0, 4, 8)
(0, 4, 9)
(0, 4, 11)
(0, 4, 22)
(0, 5, 0)
(0, 5, 1)
(0, 5, 2)
(0, 5, 3)
(0, 5, 4)
(0, 5, 6)
(0, 5, 8)
(0, 5, 10)
(0, 5, 15)
(0, 6, 0)
(0, 6, 1)
(0, 6, 2)
(0, 6, 3)
(0, 6, 4)
(0, 6, 5)
(0, 6, 13)
(0, 6, 17)
(0, 7, 0)
(0, 7, 3)
(0, 7, 4)
(0, 7, 6)
(0, 7, 10)
(0, 7, 14)
(0, 7, 22)
(0, 8, 0)
(0, 9, 0)
(0, 9, 5)
(0, 9, 6)
(0, 10, 4)
(1, 0, 2)
(1, 0, 4)
(1, 0, 5)
(1, 0, 7)
(1, 0, 8)
(1, 0, 9)
(1, 0, 10)
(1, 0, 11)
(1, 0, 12)
(1, 0, 13)
(1, 0, 14)
(1, 0, 16)
(1, 0, 18)
(1, 0, 20)
(1, 0, 26)
(1, 1, 1)
(1, 1, 7)
(1, 1, 13)
(1, 2, 0)
(1, 2, 6)
(1, 2, 12)
(1, 3, 0)
(1, 3, 3)
(1, 3, 4)
(1, 3, 11)
(1, 3, 13)
(1, 3, 14)
(1, 4, 0)
(1, 4, 2)
(1, 4, 8)
(1, 4, 9)
(1, 4, 12)
(1, 4, 19)
(1, 5, 0)
(1, 5, 6)
(1, 5, 10)
(1, 5, 16)
(1, 6, 0)
(1, 6, 4)
(1, 6, 5)
(1, 6, 7)
(1, 6, 9)
(1, 7, 0)
(1, 7, 2)
(1, 7, 6)
(1, 8, 0)
(1, 8, 1)
(1, 8, 3)
(1, 8, 5)
(1, 9, 0)
(1, 9, 2)
(1, 9, 8)
(1, 9, 9)
(1, 10, 0)
(1, 10, 14)
(1, 11, 0)
(1, 12, 4)
(2, 0, 0)
(2, 0, 1)
(2, 0, 3)
(2, 0, 4)
(2, 0, 6)
(2, 0, 7)
(2, 0, 8)
(2, 0, 9)
(2, 0, 10)
(2, 0, 11)
(2, 0, 12)
(2, 0, 13)
(2, 0, 14)
(2, 0, 15)
(2, 0, 19)
(2, 0, 24)
(2, 1, 0)
(2, 1, 3)
(2, 1, 5)
(2, 1, 10)
(2, 1, 11)
(2, 2, 0)
(2, 2, 2)
(2, 2, 8)
(2, 2, 14)
(2, 2, 16)
(2, 3, 0)
(2, 3, 1)
(2, 3, 7)
(2, 3, 13)
(2, 3, 17)
(2, 4, 0)
(2, 4, 4)
(2, 4, 5)
(2, 4, 12)
(2, 4, 14)
(2, 5, 0)
(2, 5, 3)
(2, 5, 9)
(2, 5, 10)
(2, 5, 13)
(2, 6, 0)
(2, 6, 1)
(2, 6, 7)
(2, 6, 11)
(2, 7, 0)
(2, 7, 5)
(2, 7, 6)
(2, 7, 8)
(2, 7, 10)
(2, 7, 16)
(2, 8, 0)
(2, 8, 3)
(2, 8, 7)
(2, 9, 2)
(2, 9, 4)
(2, 9, 6)
(2, 10, 0)
(3, 0, 2)
(3, 0, 4)
(3, 0, 5)
(3, 0, 7)
(3, 0, 8)
(3, 0, 9)
(3, 0, 10)
(3, 0, 11)
(3, 0, 13)
(3, 0, 14)
(3, 0, 15)
(3, 0, 22)
(3, 1, 0)
(3, 1, 1)
(3, 1, 7)
(3, 1, 13)
(3, 1, 20)
(3, 1, 21)
(3, 2, 0)
(3, 2, 4)
(3, 2, 6)
(3, 2, 11)
(3, 2, 12)
(3, 2, 22)
(3, 3, 0)
(3, 3, 3)
(3, 3, 9)
(3, 3, 15)
(3, 3, 17)
(3, 4, 0)
(3, 4, 2)
(3, 4, 8)
(3, 4, 14)
(3, 5, 0)
(3, 5, 5)
(3, 5, 6)
(3, 5, 13)
(3, 5, 16)
(3, 6, 0)
(3, 6, 4)
(3, 6, 10)
(3, 6, 11)
(3, 6, 14)
(3, 7, 0)
(3, 7, 1)
(3, 7, 2)
(3, 7, 8)
(3, 7, 18)
(3, 8, 0)
(3, 8, 6)
(3, 8, 7)
(3, 8, 9)
(3, 8, 11)
(3, 9, 0)
(3, 9, 4)
(3, 10, 0)
(3, 11, 1)
(3, 11, 10)
(3, 16, 2)
(4, 0, 0)
(4, 0, 1)
(4, 0, 3)
(4, 0, 4)
(4, 0, 5)
(4, 0, 6)
(4, 0, 7)
(4, 0, 8)
(4, 0, 9)
(4, 0, 10)
(4, 0, 11)
(4, 0, 12)
(4, 0, 13)
(4, 0, 14)
(4, 0, 15)
(4, 0, 17)
(4, 0, 21)
(4, 1, 0)
(4, 1, 3)
(4, 1, 10)
(4, 1, 16)
(4, 2, 0)
(4, 2, 1)
(4, 2, 2)
(4, 2, 8)
(4, 2, 14)
(4, 3, 0)
(4, 3, 5)
(4, 3, 7)
(4, 3, 12)
(4, 3, 13)
(4, 3, 19)
(4, 4, 0)
(4, 4, 4)
(4, 4, 10)
(4, 4, 16)
(4, 4, 20)
(4, 5, 0)
(4, 5, 1)
(4, 5, 3)
(4, 5, 9)
(4, 5, 15)
(4, 6, 0)
(4, 6, 6)
(4, 6, 7)
(4, 6, 14)
(4, 6, 17)
(4, 7, 0)
(4, 7, 5)
(4, 7, 11)
(4, 7, 12)
(4, 7, 15)
(4, 8, 0)
(4, 8, 2)
(4, 8, 3)
(4, 8, 9)
(4, 8, 13)
(4, 9, 0)
(4, 9, 7)
(4, 9, 8)
(4, 9, 10)
(4, 9, 18)
(4, 10, 0)
(4, 10, 5)
(4, 10, 17)
(4, 11, 0)
(4, 11, 4)
(4, 11, 14)
(4, 12, 1)
(4, 14, 8)
(4, 15, 12)
(5, 0, 0)
(5, 0, 1)
(5, 0, 2)
(5, 0, 3)
(5, 0, 4)
(5, 0, 5)
(5, 0, 6)
(5, 0, 7)
(5, 0, 8)
(5, 0, 9)
(5, 0, 10)
(5, 0, 11)
(5, 0, 15)
(5, 0, 16)
(5, 0, 17)
(5, 1, 0)
(5, 1, 6)
(5, 1, 7)
(5, 1, 12)
(5, 1, 13)
(5, 1, 26)
(5, 2, 0)
(5, 2, 4)
(5, 2, 11)
(5, 3, 0)
(5, 3, 2)
(5, 3, 3)
(5, 3, 9)
(5, 3, 15)
(5, 3, 22)
(5, 4, 0)
(5, 4, 6)
(5, 4, 8)
(5, 4, 13)
(5, 4, 14)
(5, 5, 0)
(5, 5, 5)
(5, 5, 11)
(5, 5, 17)
(5, 5, 19)
(5, 5, 21)
(5, 5, 23)
(5, 6, 0)
(5, 6, 2)
(5, 6, 4)
(5, 6, 10)
(5, 7, 0)
(5, 7, 1)
(5, 7, 7)
(5, 7, 8)
(5, 7, 15)
(5, 7, 18)
(5, 8, 0)
(5, 8, 6)
(5, 8, 12)
(5, 8, 13)
(5, 9, 0)
(5, 9, 3)
(5, 9, 4)
(5, 9, 10)
(5, 10, 1)
(5, 10, 8)
(5, 10, 9)
(5, 10, 13)
(5, 11, 0)
(5, 11, 6)
(5, 11, 16)
(5, 11, 22)
(5, 11, 34)
(5, 12, 0)
(5, 12, 7)
(6, 0, 1)
(6, 0, 2)
(6, 0, 4)
(6, 0, 5)
(6, 0, 6)
(6, 0, 7)
(6, 0, 8)
(6, 0, 9)
(6, 0, 10)
(6, 0, 11)
(6, 0, 14)
(6, 0, 15)
(6, 0, 16)
(6, 0, 19)
(6, 1, 0)
(6, 1, 2)
(6, 1, 3)
(6, 1, 10)
(6, 2, 0)
(6, 2, 1)
(6, 2, 7)
(6, 2, 8)
(6, 2, 13)
(6, 2, 14)
(6, 3, 0)
(6, 3, 5)
(6, 3, 12)
(6, 3, 18)
(6, 3, 19)
(6, 4, 0)
(6, 4, 3)
(6, 4, 4)
(6, 4, 10)
(6, 4, 16)
(6, 4, 23)
(6, 4, 24)
(6, 5, 0)
(6, 5, 1)
(6, 5, 7)
(6, 5, 9)
(6, 5, 14)
(6, 5, 15)
(6, 6, 0)
(6, 6, 6)
(6, 6, 12)
(6, 6, 20)
(6, 6, 22)
(6, 7, 0)
(6, 7, 3)
(6, 7, 5)
(6, 7, 11)
(6, 7, 21)
(6, 8, 0)
(6, 8, 2)
(6, 8, 8)
(6, 8, 9)
(6, 9, 0)
(6, 9, 7)
(6, 9, 13)
(6, 10, 0)
(6, 10, 4)
(6, 10, 5)
(6, 10, 11)
(6, 11, 0)
(6, 12, 1)
(6, 13, 6)
(6, 14, 7)
(7, 0, 0)
(7, 0, 1)
(7, 0, 3)
(7, 0, 4)
(7, 0, 5)
(7, 0, 6)
(7, 0, 7)
(7, 0, 8)
(7, 0, 9)
(7, 0, 10)
(7, 0, 13)
(7, 0, 14)
(7, 0, 15)
(7, 1, 0)
(7, 1, 2)
(7, 1, 6)
(7, 1, 12)
(7, 1, 18)
(7, 1, 20)
(7, 2, 0)
(7, 2, 1)
(7, 2, 3)
(7, 2, 4)
(7, 2, 11)
(7, 2, 17)
(7, 3, 0)
(7, 3, 2)
(7, 3, 8)
(7, 3, 9)
(7, 3, 14)
(7, 3, 15)
(7, 4, 0)
(7, 4, 6)
(7, 4, 13)
(7, 4, 19)
(7, 4, 20)
